time,timestamp,recordtime,lat,long,alt,speed,course,verticalAccuracy,horizontalAccuracy,locTimeStamp,accelerationX,accelerationY,accelerationZ,HeadingX,HeadingY,HeadingZ,TrueHeading,MagneticHeading,HeadingAccuracy,RotationX,RotationY,RotationZ,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,en0,pdp_ip0,DeviceOrientation,Activity,Activity Confidence,Activity Start,Steps,Last Step Date,State
2014-09-25 20:24:49.007,53,0.53,0,0,0,0,0,0,0,-1,0.09524536,-0.05584717,-1.019226,0,0,0,0,0,-1,0.03713565,-0.02430028,0.04068618,2.961685,0.07328018,0.05988356,0.05912058,-0.003361005,0.03534163,0.02660229,0.006747192,-0.04042117,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:49.033,54,0.54,0,0,0,0,0,0,0,-1,0.09327698,-0.05754089,-1.03476,0,0,0,0,0,-1,0.04720693,-0.03285861,0.04093598,2.962318,0.07339859,0.06068977,0.05139067,-0.02870513,0.03525186,0.02204766,0.004805355,-0.02375464,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:49.054,55,0.55,0,0,0,0,0,0,0,-1,0.09069824,-0.06239319,-1.03183,0,0,0,0,0,-1,0.03442296,-0.0690752,0.03703951,2.962941,0.07318454,0.06184472,0.05773764,-0.03967644,0.03045341,0.02029753,0.004264412,-0.03934297,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:49.087,56,0.56,0,0,0,0,0,0,0,-1,0.05491638,-0.06936646,-1.032669,0,0,0,0,0,-1,0.04858671,-0.04260818,0.03105059,2.963708,0.0715108,0.06354628,0.05519293,-0.06147011,0.02424994,0.006041152,-0.001727804,-0.03166864,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:49.112,57,0.57,0,0,0,0,0,0,0,-1,0.09733582,-0.0546875,-1.04187,0,0,0,0,0,-1,0.03202158,-0.09940755,0.01967623,2.964104,0.06996013,0.06482993,0.06284038,-0.04700834,0.02561602,-0.01483985,-0.004581926,-0.03721086,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:49.135,58,0.58,0,0,0,0,0,0,0,-1,0.0796051,-0.06642151,-1.006165,0,0,0,0,0,-1,0.02199691,-0.08237823,0.01940033,2.964327,0.06862612,0.06576499,0.04627348,-0.1038026,0.01424125,0.02891179,0.01103009,-0.04638061,192.168.1.4,10.24.231.91,5,stationary,2,2014-09-25 20:24:47.347,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:49.165,59,0.59,0,0,0,0,0,0,0,-1,0.05879211,-0.07066345,-1.020645,0,0,0,0,0,-1,0.008317319,-0.08597483,0.004189152,2.964573,0.06495588,0.06720346,0.03649806,-0.0844095,0.001570406,0.0106605,0.006590754,-0.03104906,192.168.1.4,10.24.231.91,5,unknown,2,2014-09-25 20:24:49.541,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:49.191,60,0.6,0,0,0,0,0,0,0,-1,0.05950928,-0.07528687,-1.017715,0,0,0,0,0,-1,0.005955361,-0.05933709,0.002808303,2.964519,0.06288682,0.06776258,0.02259439,-0.09035569,-0.001204294,-0.003909033,-0.002952717,-0.02491233,192.168.1.4,10.24.231.91,5,unknown,2,2014-09-25 20:24:49.541,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:49.214,61,0.61,0,0,0,0,0,0,0,-1,0.05932617,-0.06674194,-1.023697,0,0,0,0,0,-1,0.009661948,-0.07146406,0.004172374,2.964444,0.06106114,0.06836376,0.02023331,-0.0637189,-0.002584969,-0.003095626,-0.003970357,-0.02494714,192.168.1.4,10.24.231.91,5,unknown,2,2014-09-25 20:24:49.541,0,2014-09-25 20:20:33.625,0
2014-09-25 20:24:49.236,62,0.62,0,0,0,0,0,0,0,-1,0.06134033,-0.06518555,-1.023438,0,0,0,0,0,-1,0.002141182,-0.06293476,0.002735599,2.964415,0.05951845,0.06875687,0.02393894,-0.07584564,-0.001220973,0.007780641,0.004997267,-0.03225129,192.168.1.4,10.24.231.91,5,unknown,2,2014-09-25 20:24:49.541,0,2014-09-25 20:20:33.625,0
